index,f_g_small_i_count,f_g_all_caps_wordcount,f_g_sentence_wo_cap_at_start,f_g_sentence_lower_at_start,f_g_fullstop_wo_whitespace_count,f_g_a_an_error_count,f_g_cont_punct_count,f_i_quotation_count,f_i_emoticons_count,f_i_happy_emoticons_count,f_i_question_count,f_i_exclamation_count,f_o_sentiment_score_neg,f_o_sentiment_score_neu,f_o_sentiment_score_pos,f_o_he_she_ratio,f_o_swear_word_count,f_d_character_count,f_d_word_count,f_d_sentence_count,f_d_punctuation_count,f_d_digit_count,f_d_uppercase_count,f_d_short_word_count,f_d_alphabet_count,f_d_contraction_count,f_d_word_without_vowels_count,f_d_hapax_legomenon_count,f_c_mean_word_length,f_c_mean_sentence_length,f_c_word_length_standard_deviation,f_c_sentence_length_standard_deviation,f_c_mean_word_frequency,f_c_lexical_diversity_coefficient,f_c_syntactic_complexity_coefficient,f_c_herdans_log_type_token_richness,f_p_pos_common_noun_ratio,f_p_pos_proper_noun_ratio,f_p_pos_base_adjective_ratio,f_p_pos_comparative_adjective_ratio,f_p_pos_superlative_adjective_ratio,f_p_pos_base_adverb_ratio,f_p_pos_comparative_adverb_ratio,f_p_pos_superlative_adverb_ratio,f_p_pos_infinitive_verb_ratio,f_p_pos_present_tense_1st_2nd_person_verb_ratio,f_p_pos_present_tense_3rd_person_verb_ratio,f_p_pos_past_tense_verb_ratio,f_p_pos_present_participle_verb_ratio,f_p_pos_past_participle_verb_ratio,f_p_pos_modal_auxiliary_verb_ratio,f_p_pos_pronoun_ratio,f_p_pos_genetive_ratio,f_p_pos_interjection_ratio,f_p_pos_foreign_word_ratio,f_p_pos_numeral_ratio,f_p_pos_parenthesis_ratio
1879,0,3,13,1,0,0,1,12,0,0,4,8,0.74717504,0.23190299,0.020921988,3.0,11,2880,696,29,138,0,75,538,26,0,99,137,3.415,3.415,1.842,1.842,2.818,0.197,0.0,0.752,0.152,0.062,0.029,0.003,0.0,0.052,0.001,0.0,0.032,0.007,0.01,0.08,0.016,0.014,0.001,0.116,0.0,0.0,0.0,0.009,0.0
3600,0,0,9,0,0,0,0,9,0,0,1,2,0.18920487,0.65197307,0.15882201,1.2857142857142858,0,3027,677,37,136,0,72,462,26,0,74,220,3.743,3.743,2.409,2.409,2.184,0.325,0.0,0.828,0.17,0.04,0.058,0.003,0.0,0.047,0.0,0.0,0.028,0.012,0.003,0.069,0.021,0.013,0.01,0.092,0.0,0.0,0.0,0.004,0.003
1203,0,0,32,2,0,0,0,30,0,0,6,12,0.3191088,0.55832714,0.12256409,0.7692307692307693,4,3100,781,64,198,0,105,602,26,1,107,201,3.346,3.346,1.961,1.961,2.528,0.257,0.0,0.796,0.124,0.079,0.022,0.0,0.0,0.032,0.0,0.0,0.029,0.012,0.012,0.077,0.024,0.009,0.003,0.11,0.0,0.003,0.0,0.005,0.003
1990,0,0,10,0,0,0,0,17,0,0,3,1,0.41404432,0.4988079,0.08714778,5.0,3,3043,733,51,151,0,79,562,27,0,99,176,3.467,3.467,2.125,2.125,2.476,0.24,0.0,0.784,0.108,0.035,0.035,0.003,0.0,0.074,0.0,0.0,0.033,0.025,0.011,0.091,0.018,0.018,0.01,0.138,0.0,0.001,0.0,0.003,0.0
24,0,0,13,0,0,0,0,13,0,0,11,6,0.10636755,0.42419654,0.46943593,9.0,1,3097,695,68,157,0,101,497,27,0,66,143,3.74,3.74,2.282,2.282,2.623,0.206,0.0,0.758,0.129,0.082,0.06,0.003,0.003,0.053,0.007,0.0,0.037,0.033,0.012,0.068,0.023,0.014,0.01,0.071,0.0,0.0,0.0,0.003,0.0
3592,0,0,20,1,0,0,0,18,0,0,5,0,0.21663171,0.6447179,0.13865039,0.7142857142857143,0,2962,656,48,142,0,67,449,27,0,82,234,3.822,3.822,2.473,2.473,2.069,0.357,0.0,0.841,0.163,0.034,0.067,0.0,0.002,0.044,0.002,0.0,0.026,0.014,0.009,0.079,0.015,0.021,0.006,0.082,0.0,0.005,0.0,0.008,0.0
2577,0,1,25,2,0,0,4,20,0,0,13,15,0.120032735,0.6341587,0.2458086,0.8571428571428571,4,3063,736,85,179,2,105,566,27,0,89,166,3.48,3.48,2.281,2.281,2.564,0.226,0.0,0.774,0.133,0.067,0.034,0.0,0.001,0.042,0.004,0.0,0.024,0.033,0.015,0.082,0.019,0.01,0.007,0.107,0.0,0.0,0.0,0.003,0.003
2643,0,0,6,0,0,0,0,7,0,0,0,0,0.22800799,0.6074385,0.16455354,8.0,1,3087,622,32,76,0,56,392,26,0,34,215,4.129,4.129,2.424,2.424,1.987,0.346,0.0,0.835,0.204,0.04,0.071,0.002,0.0,0.04,0.0,0.0,0.024,0.008,0.002,0.068,0.019,0.023,0.01,0.056,0.0,0.0,0.0,0.005,0.0
2927,0,0,5,0,0,0,1,5,0,0,1,1,0.21331534,0.55348754,0.23319714,3.0,0,3091,714,35,108,0,69,523,27,0,93,197,3.535,3.535,2.212,2.212,2.388,0.276,0.0,0.804,0.144,0.022,0.043,0.003,0.003,0.067,0.0,0.0,0.027,0.048,0.038,0.025,0.02,0.007,0.003,0.157,0.0,0.0,0.0,0.004,0.003
875,0,0,11,0,0,0,0,13,0,0,0,0,0.048953995,0.53734475,0.41370127,0.1875,0,3097,712,35,103,2,67,530,27,0,62,161,3.569,3.569,1.862,1.862,2.507,0.226,0.0,0.774,0.143,0.051,0.034,0.001,0.006,0.052,0.0,0.0,0.031,0.014,0.013,0.105,0.02,0.011,0.01,0.108,0.0,0.003,0.0,0.007,0.0
3438,0,55,2,2,0,3,1,15,0,0,7,21,0.3803951,0.53974557,0.079859294,2.0,1,2942,654,33,143,0,336,460,27,0,130,178,3.777,3.777,2.213,2.213,2.158,0.272,0.0,0.799,0.122,0.156,0.038,0.005,0.0,0.063,0.002,0.0,0.031,0.02,0.057,0.017,0.014,0.005,0.008,0.072,0.0,0.003,0.0,0.002,0.003
938,0,0,25,0,0,0,1,30,0,0,5,15,0.25756425,0.598569,0.14386682,2.857142857142857,1,3094,817,68,470,1,124,623,27,0,240,149,3.285,3.285,2.1,2.1,3.118,0.182,0.0,0.746,0.113,0.08,0.02,0.0,0.002,0.031,0.0,0.0,0.037,0.012,0.01,0.072,0.015,0.007,0.009,0.086,0.0,0.001,0.001,0.001,0.0
2394,0,0,34,2,0,0,1,37,0,0,2,21,0.22116485,0.47416583,0.3046693,1.75,0,3098,788,63,235,0,91,585,26,0,151,193,3.386,3.386,2.223,2.223,2.618,0.245,0.0,0.789,0.14,0.071,0.044,0.001,0.0,0.048,0.0,0.0,0.029,0.013,0.009,0.069,0.019,0.005,0.003,0.085,0.0,0.001,0.0,0.0,0.0
3642,0,0,17,2,0,0,0,16,0,0,4,14,0.2907961,0.5060505,0.20315336,1.6666666666666667,1,3066,727,53,163,0,98,532,27,0,88,209,3.523,3.523,2.083,2.083,2.286,0.287,0.0,0.811,0.146,0.089,0.041,0.0,0.003,0.03,0.001,0.003,0.029,0.012,0.015,0.07,0.018,0.011,0.007,0.091,0.0,0.001,0.001,0.003,0.0
3794,0,26,6,2,0,1,1,23,1,0,8,14,0.43490535,0.4700925,0.09500208,2.0,0,3081,742,35,222,5,296,573,26,3,174,148,3.518,3.518,2.29,2.29,2.679,0.199,0.0,0.756,0.123,0.164,0.024,0.004,0.001,0.039,0.001,0.0,0.038,0.024,0.043,0.024,0.005,0.005,0.011,0.081,0.0,0.008,0.0,0.013,0.005
385,0,2,5,1,0,0,1,13,0,0,4,6,0.7361006,0.2396193,0.024280041,18.0,6,3094,694,28,110,0,58,517,27,3,67,196,3.695,3.695,2.087,2.087,2.329,0.282,0.0,0.807,0.15,0.035,0.029,0.001,0.0,0.049,0.001,0.0,0.035,0.022,0.027,0.081,0.013,0.01,0.009,0.102,0.0,0.0,0.0,0.007,0.0
3512,0,0,0,0,0,0,3,2,0,0,0,0,0.2470758,0.5778393,0.17508492,0.8181818181818182,7,3091,653,26,84,0,84,443,27,1,45,215,3.913,3.913,2.28,2.28,2.06,0.329,0.0,0.829,0.164,0.08,0.057,0.0,0.002,0.037,0.0,0.0,0.051,0.006,0.0,0.084,0.017,0.026,0.014,0.07,0.0,0.0,0.0,0.003,0.009
3193,0,29,2,0,0,1,3,11,0,0,4,14,0.4322447,0.432306,0.13544935,7.0,0,2946,652,28,138,0,223,456,26,0,112,182,3.775,3.775,2.074,2.074,2.225,0.279,0.0,0.803,0.143,0.13,0.038,0.0,0.002,0.064,0.002,0.0,0.017,0.026,0.049,0.018,0.023,0.009,0.003,0.064,0.0,0.008,0.0,0.0,0.006
3085,0,6,11,0,0,0,0,13,0,0,2,1,0.28942522,0.54900163,0.16157313,3.3333333333333335,3,3020,648,42,142,0,108,443,27,0,86,197,3.915,3.915,2.409,2.409,2.09,0.304,0.0,0.816,0.142,0.065,0.057,0.0,0.002,0.048,0.002,0.0,0.051,0.008,0.008,0.071,0.031,0.025,0.015,0.079,0.0,0.002,0.0,0.0,0.0
2291,0,0,10,0,0,0,0,10,0,0,3,2,0.31392515,0.49733788,0.18873702,0.037037037037037035,1,3021,699,43,115,4,78,536,26,3,88,183,3.536,3.536,1.835,1.835,2.419,0.262,0.0,0.795,0.127,0.046,0.063,0.001,0.001,0.043,0.006,0.0,0.047,0.036,0.056,0.034,0.017,0.0,0.009,0.159,0.0,0.0,0.0,0.007,0.0
2657,0,0,15,0,0,0,2,17,0,0,2,0,0.32238197,0.5640779,0.11354011,0.7692307692307693,4,3057,703,56,139,0,91,506,27,0,71,187,3.637,3.637,2.139,2.139,2.328,0.266,0.0,0.798,0.124,0.063,0.043,0.004,0.0,0.054,0.004,0.0,0.036,0.026,0.003,0.074,0.017,0.023,0.006,0.121,0.0,0.0,0.0,0.006,0.006
936,0,1,24,0,2,0,3,30,0,0,14,10,0.25745586,0.5768754,0.16566876,0.5714285714285714,0,3069,745,72,268,2,127,545,27,0,149,172,3.522,3.522,2.279,2.279,2.569,0.231,0.0,0.778,0.117,0.089,0.023,0.0,0.0,0.048,0.0,0.0,0.039,0.026,0.023,0.055,0.012,0.012,0.016,0.091,0.0,0.001,0.0,0.004,0.003
3665,0,0,14,0,0,0,1,14,0,0,2,3,0.69783455,0.26882285,0.033342548,1.2777777777777777,5,3087,756,48,125,0,64,597,26,1,86,158,3.32,3.32,1.886,1.886,2.853,0.209,0.0,0.764,0.108,0.005,0.024,0.001,0.0,0.052,0.0,0.0,0.038,0.054,0.004,0.086,0.02,0.013,0.012,0.202,0.0,0.0,0.0,0.005,0.0
2360,0,2,12,1,0,0,3,19,0,0,8,11,0.1749383,0.59347475,0.23158693,0.7,0,3099,748,46,163,0,107,567,27,1,114,188,3.445,3.445,2.19,2.19,2.461,0.251,0.0,0.791,0.13,0.039,0.031,0.005,0.0,0.047,0.0,0.0,0.035,0.021,0.001,0.07,0.028,0.019,0.004,0.143,0.0,0.0,0.0,0.004,0.0
3733,0,0,20,3,0,0,2,16,0,0,4,1,0.036045223,0.5024897,0.4614651,0.5,0,3038,659,57,143,0,91,443,27,1,82,157,3.903,3.903,2.544,2.544,2.525,0.238,0.0,0.779,0.153,0.082,0.033,0.002,0.0,0.041,0.0,0.0,0.02,0.02,0.008,0.093,0.017,0.003,0.006,0.097,0.0,0.0,0.0,0.005,0.0
1332,0,7,2,2,0,1,18,2,0,0,13,14,0.04119269,0.52680016,0.43200716,3.0,1,3091,740,58,198,6,198,559,27,2,81,134,3.477,3.477,2.368,2.368,2.691,0.181,0.0,0.741,0.159,0.105,0.016,0.001,0.001,0.041,0.001,0.0,0.042,0.019,0.023,0.016,0.018,0.004,0.007,0.092,0.0,0.007,0.0,0.011,0.041
1934,0,10,8,0,0,0,0,9,0,0,2,4,0.32410914,0.519543,0.15634781,1.2222222222222223,0,2980,664,41,117,0,73,467,26,0,87,172,3.733,3.733,2.252,2.252,2.346,0.259,0.0,0.792,0.154,0.047,0.036,0.002,0.008,0.065,0.002,0.0,0.048,0.014,0.006,0.074,0.03,0.011,0.012,0.104,0.0,0.0,0.002,0.003,0.0
935,0,0,39,1,0,0,3,40,0,0,12,10,0.10138739,0.65339106,0.24522157,0.6666666666666666,0,3086,835,77,440,1,122,648,26,0,250,141,3.202,3.202,2.097,2.097,3.151,0.169,0.0,0.736,0.09,0.081,0.022,0.0,0.0,0.038,0.0,0.0,0.029,0.032,0.024,0.047,0.012,0.008,0.005,0.081,0.0,0.0,0.001,0.001,0.0
2418,0,0,42,9,0,1,1,36,0,0,9,6,0.32958788,0.5806206,0.08979151,2.0,1,3087,780,61,216,0,82,584,26,0,145,176,3.39,3.39,2.187,2.187,2.699,0.226,0.0,0.776,0.153,0.049,0.024,0.001,0.0,0.033,0.001,0.0,0.024,0.018,0.005,0.078,0.023,0.012,0.003,0.1,0.0,0.001,0.0,0.003,0.0
566,0,2,15,0,0,0,0,15,0,0,2,0,0.117025025,0.62490344,0.25807154,5.0,0,2986,673,34,128,0,64,469,27,0,77,229,3.718,3.718,2.308,2.308,2.143,0.34,0.0,0.834,0.187,0.039,0.058,0.004,0.003,0.031,0.0,0.0,0.043,0.004,0.006,0.068,0.025,0.009,0.013,0.114,0.0,0.001,0.0,0.001,0.0
1854,0,0,2,1,0,1,0,1,0,0,0,1,0.2748829,0.5813254,0.14379168,1.2222222222222223,0,2963,629,25,87,0,54,432,27,0,33,183,3.89,3.89,2.35,2.35,2.279,0.291,0.0,0.808,0.167,0.051,0.06,0.002,0.002,0.064,0.003,0.0,0.035,0.002,0.006,0.073,0.017,0.016,0.014,0.073,0.0,0.0,0.0,0.002,0.0
3084,0,5,10,2,0,0,0,9,0,0,3,4,0.4736566,0.46184146,0.06450196,8.0,5,3061,647,39,120,1,102,427,27,1,69,232,3.943,3.943,2.425,2.425,2.047,0.359,0.0,0.842,0.172,0.054,0.046,0.003,0.0,0.048,0.0,0.0,0.029,0.014,0.008,0.073,0.026,0.017,0.012,0.096,0.0,0.002,0.0,0.005,0.0
2467,0,2,0,0,0,0,0,2,0,0,0,0,0.43683824,0.4742848,0.08887693,0.21739130434782608,1,3086,669,29,84,0,59,462,26,1,47,224,3.795,3.795,2.211,2.211,2.131,0.335,0.0,0.832,0.181,0.046,0.045,0.001,0.001,0.058,0.0,0.001,0.034,0.013,0.069,0.013,0.024,0.021,0.012,0.091,0.0,0.0,0.0,0.006,0.0
1645,0,0,4,0,0,0,0,5,0,0,3,0,0.3998958,0.5120983,0.08800592,2.4,1,3080,637,32,110,0,69,416,27,0,34,217,4.03,4.03,2.616,2.616,2.102,0.341,0.0,0.833,0.17,0.038,0.071,0.006,0.002,0.044,0.0,0.0,0.022,0.005,0.003,0.086,0.022,0.019,0.005,0.089,0.0,0.0,0.0,0.003,0.0
2699,0,2,15,1,0,0,1,14,0,0,9,13,0.42473012,0.4341908,0.14107916,6.8,4,3011,758,46,168,0,110,585,26,1,115,168,3.298,3.298,1.897,1.897,2.717,0.222,0.0,0.773,0.128,0.082,0.036,0.001,0.0,0.061,0.003,0.0,0.029,0.015,0.008,0.095,0.012,0.016,0.003,0.111,0.0,0.003,0.0,0.0,0.0
1792,0,19,8,1,0,1,2,12,0,0,0,10,0.46929172,0.4638321,0.066876106,6.0,8,3088,719,38,158,18,183,545,26,0,128,182,3.556,3.556,2.147,2.147,2.421,0.253,0.0,0.791,0.129,0.092,0.058,0.0,0.001,0.049,0.0,0.0,0.046,0.025,0.057,0.014,0.01,0.011,0.015,0.086,0.0,0.001,0.0,0.014,0.0
1430,0,0,12,0,0,0,0,12,0,0,1,1,0.10917194,0.5745044,0.31632373,6.333333333333333,0,3064,666,40,126,0,62,442,26,0,69,225,3.877,3.877,2.448,2.448,2.205,0.338,0.0,0.833,0.182,0.048,0.048,0.002,0.002,0.047,0.0,0.0,0.032,0.002,0.006,0.077,0.038,0.012,0.008,0.098,0.0,0.0,0.0,0.006,0.0
2949,0,2,35,4,0,0,7,34,0,0,7,31,0.31690365,0.529318,0.15377839,1.1,1,3093,767,85,309,1,137,547,27,0,166,177,3.508,3.508,2.282,2.282,2.636,0.231,0.0,0.779,0.115,0.091,0.026,0.0,0.001,0.047,0.001,0.0,0.027,0.017,0.016,0.083,0.014,0.007,0.004,0.089,0.0,0.001,0.0,0.003,0.0
1013,0,0,3,0,0,1,0,4,0,0,2,0,0.22968316,0.6028008,0.16751608,0.8333333333333334,4,3085,664,39,96,0,54,449,26,0,48,201,3.854,3.854,2.163,2.163,2.163,0.303,0.0,0.816,0.166,0.044,0.048,0.005,0.002,0.051,0.005,0.0,0.023,0.008,0.009,0.083,0.041,0.029,0.002,0.111,0.0,0.0,0.0,0.002,0.0
1928,0,0,17,0,0,0,0,18,0,0,10,0,0.27745247,0.6343092,0.08823832,0.3076923076923077,0,3053,699,51,152,0,87,492,27,0,88,204,3.681,3.681,2.287,2.287,2.322,0.292,0.0,0.812,0.147,0.073,0.057,0.003,0.001,0.039,0.0,0.0,0.024,0.01,0.003,0.08,0.017,0.014,0.01,0.094,0.0,0.001,0.0,0.006,0.0
2864,0,0,4,0,0,0,0,5,0,0,3,0,0.3998958,0.5120983,0.08800592,2.4,1,3080,637,32,110,0,69,416,27,0,34,217,4.03,4.03,2.616,2.616,2.102,0.341,0.0,0.833,0.17,0.038,0.071,0.006,0.002,0.044,0.0,0.0,0.022,0.005,0.003,0.086,0.022,0.019,0.005,0.089,0.0,0.0,0.0,0.003,0.0
126,0,0,6,2,0,0,0,5,0,0,2,3,0.15332471,0.5945822,0.25209305,16.0,0,2975,625,35,104,0,66,425,27,0,39,178,3.957,3.957,2.5,2.5,2.256,0.285,0.0,0.805,0.176,0.046,0.069,0.0,0.002,0.054,0.002,0.0,0.035,0.0,0.003,0.059,0.024,0.024,0.008,0.08,0.0,0.0,0.0,0.008,0.0
2663,0,0,17,0,0,0,0,23,0,0,8,0,0.54799664,0.40324017,0.048763193,3.0,2,3066,727,50,151,6,87,538,28,0,105,188,3.534,3.534,2.148,2.148,2.415,0.259,0.0,0.795,0.127,0.059,0.034,0.004,0.001,0.055,0.0,0.001,0.054,0.023,0.012,0.069,0.011,0.014,0.014,0.103,0.0,0.001,0.0,0.007,0.0
1347,0,2,29,2,0,2,0,30,0,0,9,14,0.41257194,0.4951138,0.09231427,4.0,0,3093,742,64,194,0,105,534,27,0,115,209,3.555,3.555,2.216,2.216,2.304,0.282,0.0,0.808,0.148,0.066,0.028,0.001,0.0,0.038,0.0,0.0,0.039,0.013,0.009,0.062,0.023,0.013,0.011,0.086,0.0,0.001,0.0,0.0,0.0
355,0,0,7,2,0,0,0,15,1,1,1,1,0.34140244,0.512508,0.14608958,2.2,1,3099,756,59,180,0,110,564,27,1,130,206,3.421,3.421,2.202,2.202,2.319,0.272,0.0,0.804,0.155,0.037,0.041,0.003,0.0,0.063,0.004,0.0,0.024,0.021,0.007,0.077,0.011,0.007,0.001,0.118,0.0,0.003,0.0,0.001,0.0
827,0,0,0,0,0,0,0,1,0,0,1,0,0.59704834,0.34873164,0.054219976,1.5625,7,3053,696,41,98,0,64,495,27,0,89,196,3.611,3.611,2.25,2.25,2.408,0.282,0.0,0.806,0.178,0.046,0.037,0.001,0.0,0.052,0.0,0.0,0.036,0.01,0.006,0.092,0.01,0.029,0.004,0.128,0.0,0.003,0.0,0.003,0.0
1639,0,2,23,2,0,0,0,20,0,0,5,6,0.27328536,0.5055698,0.2211448,19.0,0,3066,756,70,185,4,100,577,27,0,122,208,3.402,3.402,2.224,2.224,2.326,0.275,0.0,0.805,0.147,0.052,0.034,0.0,0.001,0.044,0.001,0.0,0.054,0.022,0.015,0.057,0.021,0.011,0.007,0.095,0.0,0.001,0.0,0.001,0.0
984,0,1,26,1,0,0,0,27,0,0,5,8,0.071039036,0.53025573,0.39870527,4.0,2,3062,749,53,268,18,101,562,26,0,145,186,3.465,3.465,2.231,2.231,2.637,0.248,0.0,0.79,0.155,0.073,0.037,0.0,0.004,0.037,0.004,0.0,0.024,0.011,0.011,0.049,0.024,0.015,0.001,0.059,0.0,0.001,0.003,0.015,0.0
2188,0,0,8,1,0,0,1,7,1,1,0,2,0.2898569,0.5093722,0.20077088,0.05555555555555555,4,3058,649,36,88,3,72,432,26,0,58,226,3.898,3.898,2.332,2.332,2.003,0.348,0.0,0.837,0.199,0.054,0.04,0.006,0.002,0.042,0.0,0.0,0.018,0.018,0.054,0.02,0.034,0.012,0.003,0.089,0.0,0.0,0.0,0.006,0.002
3249,0,0,13,1,0,0,4,9,0,0,4,3,0.085906126,0.5876277,0.32646614,1.0833333333333333,1,2935,658,23,114,0,71,478,27,0,46,153,3.675,3.675,2.097,2.097,2.521,0.233,0.0,0.775,0.111,0.087,0.047,0.0,0.003,0.052,0.002,0.0,0.033,0.008,0.009,0.096,0.026,0.02,0.008,0.108,0.0,0.0,0.002,0.005,0.0
2443,0,0,14,0,0,0,0,14,0,0,1,2,0.16894193,0.557542,0.27351606,0.1875,1,3062,679,39,139,0,71,479,27,0,76,204,3.785,3.785,2.473,2.473,2.263,0.3,0.0,0.816,0.158,0.054,0.054,0.003,0.004,0.04,0.0,0.0,0.031,0.007,0.003,0.069,0.028,0.021,0.013,0.103,0.0,0.001,0.001,0.003,0.0
362,0,0,8,0,0,0,0,16,0,0,4,2,0.23597473,0.65516007,0.10886519,0.6666666666666666,1,3055,722,39,149,0,85,518,26,0,94,216,3.507,3.507,2.184,2.184,2.292,0.299,0.0,0.817,0.162,0.039,0.043,0.003,0.003,0.05,0.0,0.0,0.021,0.012,0.007,0.072,0.022,0.012,0.006,0.104,0.0,0.001,0.001,0.004,0.0
2349,0,4,21,4,0,0,0,17,0,0,1,12,0.33397093,0.48894465,0.17708448,0.4,2,3090,716,67,202,3,117,502,27,2,114,242,3.64,3.64,2.268,2.268,2.137,0.338,0.0,0.835,0.141,0.074,0.071,0.001,0.0,0.043,0.0,0.0,0.029,0.008,0.015,0.085,0.013,0.014,0.004,0.095,0.0,0.003,0.0,0.004,0.0
345,0,0,10,2,0,0,3,19,1,0,3,4,0.11135384,0.51373625,0.37490997,8.0,0,3097,741,42,190,0,90,538,27,0,125,217,3.482,3.482,2.243,2.243,2.316,0.293,0.0,0.814,0.154,0.028,0.046,0.007,0.001,0.053,0.004,0.0,0.023,0.019,0.001,0.072,0.019,0.005,0.007,0.105,0.0,0.001,0.0,0.001,0.005
2619,0,2,4,0,0,0,0,4,0,0,2,2,0.2584291,0.5928099,0.14876097,14.0,1,3031,730,33,126,0,81,552,26,0,99,169,3.388,3.388,2.124,2.124,2.635,0.232,0.0,0.778,0.126,0.029,0.037,0.0,0.0,0.092,0.001,0.0,0.038,0.023,0.045,0.011,0.041,0.012,0.007,0.144,0.0,0.0,0.0,0.005,0.0
3240,0,1,19,3,0,0,0,18,0,0,8,3,0.23157573,0.5422687,0.22615558,1.4444444444444444,1,3072,689,66,153,4,94,473,27,0,81,181,3.747,3.747,2.337,2.337,2.392,0.263,0.0,0.795,0.142,0.07,0.042,0.001,0.001,0.065,0.0,0.0,0.02,0.019,0.01,0.1,0.012,0.004,0.003,0.102,0.0,0.004,0.0,0.01,0.0
711,0,2,37,0,0,0,1,36,0,0,11,3,0.120763294,0.57464486,0.30459183,4.0,0,3025,759,65,217,0,117,578,25,0,139,180,3.401,3.401,2.102,2.102,2.564,0.237,0.0,0.783,0.13,0.087,0.026,0.0,0.001,0.04,0.0,0.0,0.029,0.014,0.004,0.071,0.037,0.008,0.004,0.075,0.0,0.0,0.0,0.005,0.0
2631,0,0,11,1,0,0,1,9,0,0,11,0,0.17209427,0.6010297,0.22687607,0.7368421052631579,0,3055,695,60,174,0,85,506,27,0,90,148,3.656,3.656,2.215,2.215,2.736,0.213,0.0,0.764,0.144,0.046,0.02,0.001,0.001,0.079,0.001,0.0,0.039,0.012,0.013,0.104,0.009,0.007,0.012,0.14,0.0,0.0,0.0,0.0,0.0
2622,0,12,9,3,0,0,4,5,0,0,4,13,0.3559734,0.425399,0.21862757,2.5,2,3022,700,57,243,1,153,500,27,0,126,194,3.604,3.604,2.241,2.241,2.251,0.277,0.0,0.804,0.124,0.076,0.049,0.001,0.003,0.057,0.001,0.0,0.046,0.029,0.007,0.05,0.019,0.009,0.017,0.091,0.0,0.006,0.0,0.001,0.0
10,0,0,8,1,0,0,0,17,0,0,4,1,0.379751,0.49745202,0.12279694,11.0,0,2950,707,42,158,2,94,525,26,3,105,180,3.492,3.492,2.074,2.074,2.365,0.255,0.0,0.791,0.139,0.069,0.05,0.004,0.001,0.052,0.001,0.0,0.035,0.024,0.03,0.057,0.011,0.007,0.008,0.096,0.0,0.001,0.0,0.004,0.0
3744,0,0,19,0,0,0,1,24,0,0,7,0,0.20941243,0.63290066,0.15768686,0.25,1,3097,734,45,165,0,76,549,27,0,120,192,3.553,3.553,2.205,2.205,2.414,0.262,0.0,0.797,0.161,0.041,0.052,0.0,0.001,0.056,0.0,0.0,0.026,0.019,0.004,0.08,0.008,0.019,0.003,0.09,0.0,0.001,0.0,0.005,0.0
2116,0,0,30,2,0,0,0,33,0,0,9,5,0.18629879,0.454657,0.35904422,9.0,2,3045,809,59,199,2,112,648,27,6,158,145,3.159,3.159,1.753,1.753,2.879,0.179,0.0,0.743,0.094,0.059,0.026,0.005,0.0,0.049,0.001,0.001,0.044,0.026,0.032,0.051,0.019,0.007,0.007,0.116,0.0,0.006,0.001,0.004,0.0
1834,0,2,8,1,0,0,0,7,0,0,1,4,0.5524415,0.3815225,0.06603609,2.5,1,2985,626,42,85,0,78,420,27,0,34,197,3.942,3.942,2.29,2.29,2.108,0.315,0.0,0.82,0.165,0.045,0.065,0.006,0.002,0.054,0.002,0.002,0.032,0.006,0.002,0.085,0.013,0.019,0.01,0.093,0.0,0.0,0.0,0.002,0.0
793,0,0,5,0,0,0,0,15,0,0,5,0,0.06910608,0.6460448,0.2848491,3.3333333333333335,2,3062,712,38,135,0,80,513,27,0,95,205,3.546,3.546,2.223,2.223,2.275,0.288,0.0,0.81,0.143,0.032,0.029,0.001,0.0,0.058,0.0,0.0,0.038,0.013,0.008,0.096,0.022,0.006,0.004,0.132,0.0,0.001,0.0,0.0,0.0
3528,0,1,0,0,0,0,0,1,0,0,0,0,0.42580333,0.48497486,0.0892219,0.06666666666666667,1,3008,642,38,97,0,53,438,26,0,48,231,3.858,3.858,2.251,2.251,2.038,0.36,0.0,0.842,0.179,0.016,0.062,0.002,0.0,0.048,0.002,0.0,0.037,0.003,0.006,0.084,0.014,0.028,0.011,0.114,0.0,0.0,0.0,0.005,0.0
94,0,5,10,2,0,0,1,10,0,0,7,2,0.17361623,0.6027127,0.22367108,0.47368421052631576,0,3030,655,59,153,1,123,457,25,1,71,221,3.867,3.867,3.23,3.23,2.073,0.337,0.0,0.832,0.139,0.07,0.06,0.002,0.002,0.055,0.0,0.0,0.027,0.011,0.005,0.099,0.02,0.009,0.005,0.131,0.0,0.0,0.0,0.003,0.006
129,0,0,6,2,0,1,0,3,0,0,0,2,0.20228274,0.49367112,0.3040461,0.9333333333333333,0,3082,645,32,89,0,50,433,26,0,30,205,3.938,3.938,2.379,2.379,2.129,0.318,0.0,0.823,0.169,0.034,0.056,0.002,0.0,0.068,0.005,0.0,0.033,0.009,0.0,0.082,0.028,0.019,0.008,0.102,0.0,0.0,0.0,0.002,0.0
2371,0,5,10,2,0,0,1,9,0,0,0,6,0.39025798,0.55124104,0.058500946,1.3125,0,3061,708,46,122,0,92,505,24,0,56,169,3.556,3.556,1.95,1.95,2.584,0.239,0.0,0.782,0.151,0.049,0.041,0.001,0.001,0.044,0.0,0.0,0.03,0.0,0.003,0.095,0.021,0.027,0.01,0.102,0.0,0.001,0.0,0.006,0.0
